instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15177.0,2012-09-29,4.0,1.0,9.0,13.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.41,0.2985,233.0,453.0,686.0
15178.0,2012-09-29,4.0,1.0,9.0,14.0,0.0,6.0,,1.0,0.6,0.6212,0.4,0.2537,302.0,448.0,750.0
15179.0,2012-09-29,4.0,1.0,9.0,15.0,0.0,6.0,0.0,1.0,0.6,,0.43,0.2537,271.0,456.0,727.0
15180.0,,4.0,1.0,9.0,16.0,0.0,6.0,0.0,1.0,0.62,,0.41,0.2537,275.0,,722.0
15181.0,2012-09-29,4.0,1.0,9.0,17.0,0.0,6.0,0.0,1.0,0.6,0.6212,0.38,0.3582,256.0,,712.0
15182.0,2012-09-29,4.0,1.0,9.0,18.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.46,0.19399999999999998,174.0,420.0,594.0
15183.0,2012-09-29,4.0,1.0,9.0,19.0,0.0,6.0,0.0,1.0,0.52,0.5,0.55,0.1642,119.0,351.0,470.0
15184.0,2012-09-29,4.0,1.0,9.0,20.0,0.0,6.0,0.0,,0.52,0.5,0.55,0.19399999999999998,88.0,227.0,315.0
15185.0,2012-09-29,4.0,,9.0,21.0,0.0,6.0,0.0,1.0,0.52,0.5,0.55,0.1343,73.0,219.0,292.0
15186.0,2012-09-29,,1.0,,22.0,0.0,6.0,0.0,1.0,0.5,,0.63,0.1045,48.0,,
15187.0,2012-09-29,4.0,1.0,9.0,23.0,0.0,,0.0,,0.5,,0.59,0.0896,35.0,161.0,196.0
15188.0,,4.0,1.0,9.0,0.0,,0.0,0.0,,0.5,0.4848,0.59,,35.0,112.0,147.0
15189.0,2012-09-30,4.0,,9.0,,0.0,0.0,0.0,,0.5,0.4848,0.59,0.0,31.0,85.0,116.0
15190.0,2012-09-30,4.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.63,0.0,,71.0,92.0
15191.0,2012-09-30,4.0,1.0,9.0,3.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.67,0.0896,17.0,41.0,58.0
,2012-09-30,4.0,1.0,9.0,4.0,0.0,0.0,,1.0,0.46,0.4545,0.67,0.0896,1.0,6.0,7.0
,2012-09-30,4.0,1.0,9.0,5.0,0.0,0.0,,1.0,0.44,0.4394,0.72,0.0,1.0,9.0,10.0
15194.0,2012-09-30,4.0,1.0,9.0,6.0,0.0,0.0,,1.0,0.44,0.4394,0.72,0.0896,2.0,,
15195.0,2012-09-30,4.0,1.0,9.0,7.0,0.0,0.0,0.0,1.0,0.44,,0.77,0.0,14.0,43.0,57.0
15196.0,2012-09-30,4.0,1.0,9.0,8.0,0.0,,0.0,1.0,0.48,,0.67,0.1045,,126.0,144.0
15197.0,2012-09-30,4.0,1.0,9.0,,0.0,0.0,,1.0,,0.5,0.63,0.1045,74.0,,285.0
15198.0,2012-09-30,4.0,1.0,,10.0,0.0,0.0,0.0,1.0,0.58,,0.46,,160.0,319.0,479.0
15199.0,2012-09-30,4.0,,9.0,11.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.43,0.2239,222.0,369.0,591.0
15200.0,2012-09-30,4.0,1.0,9.0,,0.0,0.0,0.0,1.0,0.62,0.6212,0.41,0.2985,206.0,474.0,680.0
,2012-09-30,4.0,1.0,,13.0,,0.0,0.0,1.0,0.62,0.6212,0.41,0.2537,180.0,414.0,594.0
15202.0,2012-09-30,4.0,1.0,9.0,14.0,0.0,0.0,0.0,1.0,0.62,,0.41,0.2537,208.0,,612.0
15203.0,2012-09-30,4.0,1.0,9.0,15.0,0.0,0.0,0.0,1.0,0.64,0.6212,0.36,0.2537,230.0,,649.0
15204.0,,4.0,1.0,9.0,16.0,0.0,0.0,0.0,1.0,0.64,0.6212,0.36,0.2239,202.0,446.0,
15205.0,2012-09-30,4.0,1.0,9.0,17.0,0.0,,0.0,1.0,0.62,0.6212,0.35,0.2836,195.0,380.0,575.0
15206.0,2012-09-30,4.0,1.0,,18.0,0.0,0.0,0.0,1.0,0.52,0.5,0.59,0.4478,91.0,,
15207.0,2012-09-30,4.0,1.0,9.0,19.0,0.0,0.0,0.0,3.0,0.5,,0.72,0.1343,34.0,,257.0
15208.0,2012-09-30,4.0,1.0,9.0,20.0,,,0.0,3.0,,0.4848,0.72,0.1343,31.0,163.0,194.0
15209.0,,4.0,1.0,9.0,21.0,0.0,,,1.0,0.5,0.4848,0.68,0.0,19.0,104.0,
15210.0,2012-09-30,4.0,1.0,9.0,22.0,0.0,0.0,0.0,1.0,,0.4697,0.72,,,76.0,91.0
15211.0,2012-09-30,,1.0,,23.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.72,0.0896,8.0,,57.0
15212.0,2012-10-01,4.0,,10.0,0.0,0.0,1.0,1.0,1.0,0.46,,0.72,0.1045,6.0,39.0,45.0
15213.0,2012-10-01,4.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,,,13.0,18.0
15214.0,2012-10-01,4.0,1.0,,2.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.72,0.0,6.0,6.0,12.0
15215.0,2012-10-01,4.0,1.0,10.0,3.0,0.0,,1.0,,0.44,0.4394,0.77,0.0,,6.0,7.0
15216.0,2012-10-01,4.0,1.0,,4.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.82,0.1045,0.0,10.0,10.0
15217.0,,4.0,1.0,10.0,5.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,0.0,2.0,34.0,36.0
15218.0,2012-10-01,4.0,1.0,10.0,6.0,0.0,1.0,1.0,1.0,,0.4394,0.77,0.1045,8.0,147.0,155.0
15219.0,2012-10-01,,1.0,10.0,7.0,0.0,1.0,1.0,1.0,0.44,0.4394,,0.1642,13.0,470.0,
15220.0,2012-10-01,4.0,1.0,10.0,8.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.77,0.1045,40.0,744.0,784.0
,2012-10-01,4.0,1.0,10.0,9.0,0.0,1.0,1.0,2.0,0.52,0.5,0.63,,26.0,,340.0
,2012-10-01,4.0,1.0,10.0,10.0,0.0,1.0,,1.0,0.54,0.5152,0.56,0.0,44.0,135.0,179.0
15223.0,2012-10-01,4.0,1.0,,11.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.46,0.0,76.0,,272.0
15224.0,2012-10-01,4.0,1.0,10.0,,0.0,1.0,1.0,2.0,0.6,0.6212,,0.1642,61.0,262.0,323.0
15225.0,2012-10-01,4.0,1.0,10.0,13.0,,1.0,1.0,2.0,0.6,0.6212,0.43,0.1642,,225.0,305.0
15226.0,2012-10-01,4.0,1.0,,14.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.43,0.1045,51.0,193.0,244.0
15227.0,2012-10-01,4.0,1.0,10.0,,,1.0,1.0,,0.62,0.6212,0.43,0.1343,95.0,234.0,329.0
15228.0,2012-10-01,4.0,1.0,10.0,,0.0,1.0,1.0,2.0,0.62,0.6212,0.46,0.2537,51.0,408.0,459.0
,,4.0,1.0,10.0,17.0,,1.0,1.0,3.0,0.56,0.5303,0.6,0.2537,65.0,791.0,856.0
15230.0,,4.0,1.0,10.0,18.0,,1.0,1.0,3.0,0.56,0.5303,0.64,0.1045,42.0,571.0,613.0
,2012-10-01,,1.0,10.0,,0.0,1.0,1.0,2.0,0.54,0.5152,,0.1045,33.0,483.0,516.0
15232.0,2012-10-01,4.0,1.0,10.0,20.0,0.0,1.0,,3.0,0.54,0.5152,0.68,0.0,11.0,251.0,
15233.0,,4.0,1.0,10.0,21.0,0.0,1.0,1.0,2.0,0.54,,0.73,,13.0,205.0,218.0
15234.0,2012-10-01,4.0,1.0,10.0,22.0,,1.0,1.0,3.0,0.54,0.5152,0.77,0.0896,17.0,190.0,207.0
15235.0,2012-10-01,4.0,1.0,10.0,23.0,0.0,1.0,1.0,3.0,0.54,0.5152,0.77,0.0,17.0,88.0,105.0
15236.0,2012-10-02,4.0,1.0,10.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.73,0.0,1.0,30.0,31.0
,2012-10-02,4.0,1.0,10.0,1.0,0.0,2.0,1.0,,,0.5152,0.77,0.1045,0.0,11.0,11.0
15238.0,2012-10-02,4.0,1.0,10.0,2.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.77,,,2.0,2.0
15239.0,2012-10-02,4.0,1.0,10.0,3.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.19399999999999998,1.0,4.0,5.0
15240.0,,4.0,1.0,10.0,4.0,0.0,2.0,,,0.56,0.5303,0.83,0.0896,2.0,8.0,10.0
15241.0,2012-10-02,4.0,1.0,10.0,5.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.83,,,42.0,43.0
15242.0,2012-10-02,4.0,1.0,10.0,6.0,0.0,2.0,1.0,3.0,,0.5455,0.83,0.1045,3.0,176.0,179.0
15243.0,2012-10-02,4.0,1.0,10.0,7.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.83,0.1045,4.0,256.0,
15244.0,2012-10-02,4.0,1.0,10.0,8.0,0.0,,1.0,3.0,0.6,0.5455,0.88,0.0,6.0,128.0,134.0
15245.0,2012-10-02,4.0,1.0,10.0,9.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.88,,3.0,83.0,86.0
,2012-10-02,4.0,1.0,,10.0,0.0,2.0,1.0,3.0,0.58,,0.88,0.1343,3.0,,45.0
15247.0,,4.0,1.0,10.0,11.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.94,,,92.0,
15248.0,2012-10-02,4.0,1.0,10.0,12.0,0.0,2.0,1.0,2.0,0.6,0.5455,,0.19399999999999998,6.0,98.0,104.0
15249.0,,4.0,1.0,10.0,13.0,0.0,2.0,,2.0,0.6,0.5455,0.88,0.1343,6.0,148.0,154.0
,2012-10-02,4.0,1.0,10.0,14.0,0.0,2.0,1.0,3.0,0.6,0.5455,0.88,0.1343,16.0,147.0,163.0
15251.0,2012-10-02,4.0,1.0,10.0,15.0,0.0,2.0,1.0,3.0,0.62,0.5758,0.83,0.1343,14.0,195.0,209.0
15252.0,2012-10-02,4.0,,10.0,16.0,0.0,2.0,1.0,3.0,,0.5606,0.88,0.1343,46.0,328.0,374.0
15253.0,2012-10-02,4.0,1.0,10.0,17.0,0.0,2.0,1.0,3.0,0.62,0.5606,0.88,,38.0,677.0,715.0
15254.0,2012-10-02,4.0,1.0,10.0,18.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.0896,48.0,639.0,687.0
15255.0,2012-10-02,4.0,1.0,10.0,19.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.0,27.0,368.0,395.0
15256.0,2012-10-02,4.0,1.0,10.0,20.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.1343,20.0,286.0,306.0
15257.0,,4.0,1.0,10.0,21.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.1045,24.0,265.0,289.0
15258.0,2012-10-02,4.0,1.0,10.0,22.0,0.0,2.0,1.0,2.0,0.62,0.5455,0.94,0.1045,28.0,212.0,240.0
15259.0,2012-10-02,4.0,1.0,10.0,23.0,0.0,2.0,1.0,2.0,0.62,0.5455,0.94,0.0,11.0,87.0,98.0
15260.0,2012-10-03,4.0,1.0,10.0,0.0,,,1.0,3.0,0.62,0.5455,0.94,0.0,5.0,47.0,52.0
15261.0,2012-10-03,4.0,1.0,10.0,,0.0,,1.0,2.0,0.62,0.5455,,0.0,,16.0,19.0
15262.0,2012-10-03,4.0,,10.0,2.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.0,2.0,7.0,9.0
15263.0,2012-10-03,4.0,1.0,10.0,3.0,0.0,3.0,1.0,2.0,0.6,0.5152,0.94,0.0,0.0,7.0,7.0
15264.0,2012-10-03,4.0,1.0,10.0,4.0,0.0,3.0,1.0,2.0,,,1.0,0.0,2.0,9.0,11.0
,2012-10-03,4.0,1.0,10.0,5.0,0.0,3.0,1.0,2.0,0.62,0.5455,,0.1045,2.0,32.0,34.0
15266.0,2012-10-03,4.0,1.0,10.0,6.0,0.0,3.0,1.0,2.0,0.6,0.5152,0.94,0.1343,4.0,173.0,177.0
15267.0,2012-10-03,4.0,1.0,10.0,7.0,0.0,3.0,1.0,2.0,0.6,0.5152,0.94,0.19399999999999998,11.0,504.0,515.0
15268.0,2012-10-03,4.0,1.0,10.0,8.0,0.0,3.0,1.0,2.0,0.62,0.5606,0.88,0.1045,28.0,781.0,
15269.0,2012-10-03,4.0,1.0,10.0,9.0,0.0,3.0,1.0,,0.62,0.5758,0.83,0.19399999999999998,30.0,,
15270.0,2012-10-03,4.0,1.0,10.0,10.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.1642,29.0,146.0,175.0
15271.0,2012-10-03,,1.0,10.0,11.0,,3.0,1.0,1.0,0.66,0.6061,0.78,0.1642,52.0,178.0,230.0
15272.0,2012-10-03,4.0,1.0,10.0,12.0,0.0,3.0,1.0,2.0,0.7,0.6515,0.7,,69.0,289.0,358.0
15273.0,2012-10-03,4.0,1.0,,13.0,0.0,3.0,1.0,2.0,0.7,0.6667,0.74,0.1045,55.0,224.0,
,2012-10-03,4.0,1.0,10.0,14.0,0.0,3.0,,2.0,0.72,0.6818,,0.1642,56.0,195.0,
15275.0,2012-10-03,4.0,1.0,10.0,15.0,0.0,3.0,1.0,2.0,0.72,0.6818,0.62,0.1642,59.0,,319.0
15276.0,2012-10-03,4.0,1.0,10.0,16.0,0.0,3.0,1.0,2.0,0.72,0.6667,0.58,0.0,42.0,436.0,478.0
15277.0,2012-10-03,,1.0,10.0,17.0,,3.0,1.0,1.0,0.7,0.6515,0.65,0.0,84.0,833.0,917.0
15278.0,2012-10-03,4.0,,,18.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.0,54.0,756.0,810.0
15279.0,2012-10-03,4.0,1.0,10.0,19.0,0.0,3.0,1.0,,0.7,0.6515,0.65,0.0,49.0,544.0,593.0
15280.0,2012-10-03,4.0,1.0,10.0,20.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.0,48.0,449.0,497.0
,2012-10-03,,1.0,10.0,21.0,0.0,3.0,1.0,2.0,0.66,0.6212,0.74,0.0,14.0,195.0,209.0
15282.0,2012-10-03,4.0,1.0,10.0,,0.0,,,1.0,0.66,0.6212,0.74,0.0,9.0,232.0,241.0
15283.0,2012-10-03,,1.0,10.0,23.0,0.0,3.0,1.0,2.0,0.66,0.6061,0.78,0.0,21.0,199.0,220.0
15284.0,2012-10-04,4.0,1.0,,0.0,,4.0,1.0,3.0,0.64,0.5758,0.89,0.0,11.0,65.0,76.0
,2012-10-04,4.0,1.0,10.0,1.0,0.0,4.0,1.0,2.0,0.62,0.5455,0.94,,2.0,23.0,25.0
15286.0,2012-10-04,4.0,1.0,,2.0,0.0,4.0,1.0,1.0,0.64,0.5758,0.89,0.0,,10.0,13.0
,2012-10-04,4.0,1.0,10.0,,0.0,4.0,,,0.62,0.5606,0.88,0.0,5.0,,11.0
15288.0,2012-10-04,4.0,1.0,10.0,4.0,0.0,4.0,1.0,2.0,0.64,,0.89,,0.0,10.0,10.0
15289.0,2012-10-04,4.0,1.0,10.0,5.0,0.0,4.0,1.0,3.0,0.64,0.5758,0.89,,2.0,37.0,39.0
15290.0,2012-10-04,4.0,,10.0,6.0,0.0,4.0,1.0,3.0,0.62,0.5455,0.94,,,132.0,133.0
15291.0,2012-10-04,4.0,1.0,10.0,7.0,0.0,4.0,1.0,2.0,0.64,0.5758,0.89,0.0896,12.0,379.0,391.0
15292.0,2012-10-04,4.0,,,8.0,0.0,4.0,1.0,,0.64,0.5758,0.89,0.0,,711.0,738.0
15293.0,2012-10-04,4.0,1.0,10.0,9.0,0.0,4.0,,2.0,0.64,,0.89,0.19399999999999998,40.0,319.0,359.0
15294.0,2012-10-04,4.0,1.0,10.0,10.0,0.0,4.0,1.0,2.0,0.66,0.6061,0.83,0.1343,27.0,150.0,177.0
15295.0,,,1.0,10.0,11.0,0.0,4.0,1.0,,0.7,0.6515,0.7,0.1045,38.0,176.0,214.0
15296.0,2012-10-04,4.0,1.0,10.0,12.0,0.0,,1.0,2.0,0.72,0.6667,0.54,0.19399999999999998,57.0,231.0,
15297.0,2012-10-04,4.0,1.0,10.0,13.0,0.0,4.0,1.0,2.0,0.72,0.6667,0.58,0.3284,63.0,231.0,294.0
15298.0,2012-10-04,4.0,1.0,,14.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.61,0.2537,56.0,,
15299.0,2012-10-04,4.0,1.0,10.0,15.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.54,,77.0,248.0,325.0
15300.0,2012-10-04,4.0,1.0,10.0,16.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.54,0.2836,,411.0,497.0
15301.0,2012-10-04,,,10.0,17.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.51,0.2239,112.0,789.0,901.0
15302.0,2012-10-04,4.0,1.0,10.0,18.0,0.0,4.0,,1.0,0.66,0.6212,0.57,0.1045,75.0,812.0,887.0
15303.0,2012-10-04,4.0,1.0,10.0,19.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.57,0.1045,67.0,467.0,534.0
15304.0,2012-10-04,4.0,1.0,10.0,20.0,0.0,,1.0,1.0,0.64,0.6061,0.65,0.1045,50.0,391.0,441.0
15305.0,2012-10-04,,1.0,10.0,21.0,0.0,,1.0,1.0,0.62,0.6061,0.69,0.0,33.0,288.0,321.0
15306.0,2012-10-04,4.0,1.0,10.0,22.0,0.0,4.0,,1.0,0.64,0.6212,0.47,0.1343,29.0,203.0,232.0
15307.0,2012-10-04,4.0,1.0,10.0,23.0,0.0,4.0,1.0,,0.6,0.6212,0.56,0.0896,18.0,137.0,155.0
,2012-10-05,4.0,1.0,10.0,0.0,0.0,5.0,1.0,1.0,0.56,0.5303,0.73,0.0,,86.0,102.0
15309.0,2012-10-05,4.0,1.0,10.0,1.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.68,0.1045,3.0,43.0,46.0
15310.0,2012-10-05,4.0,1.0,10.0,2.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.73,0.0896,1.0,10.0,11.0
15311.0,2012-10-05,4.0,1.0,10.0,3.0,0.0,5.0,1.0,1.0,,,0.73,0.0,5.0,,16.0
15312.0,2012-10-05,4.0,,10.0,,0.0,5.0,1.0,1.0,0.54,0.5152,0.77,0.0,0.0,11.0,11.0
15313.0,2012-10-05,4.0,1.0,,5.0,0.0,5.0,1.0,,0.52,0.5,0.77,0.0,,41.0,41.0
15314.0,2012-10-05,4.0,1.0,,6.0,0.0,,1.0,1.0,,,0.83,0.0,,133.0,
,2012-10-05,4.0,1.0,10.0,7.0,0.0,5.0,1.0,1.0,0.52,0.5,0.83,0.1045,11.0,417.0,428.0
15316.0,2012-10-05,4.0,1.0,,,0.0,5.0,1.0,1.0,0.58,0.5455,0.64,0.0,36.0,749.0,785.0
15317.0,2012-10-05,4.0,1.0,10.0,9.0,,5.0,1.0,1.0,0.6,,0.6,0.0896,58.0,326.0,384.0
15318.0,2012-10-05,4.0,1.0,10.0,10.0,0.0,,1.0,1.0,0.66,0.6212,0.54,0.0,68.0,192.0,260.0
15319.0,2012-10-05,4.0,1.0,10.0,11.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.48,0.19399999999999998,90.0,214.0,304.0
15320.0,2012-10-05,4.0,1.0,10.0,12.0,0.0,5.0,1.0,1.0,0.72,,0.42,,161.0,307.0,468.0
15321.0,2012-10-05,,1.0,10.0,13.0,0.0,5.0,1.0,1.0,0.7,0.6515,,0.0,117.0,307.0,424.0
15322.0,2012-10-05,,1.0,10.0,14.0,0.0,,1.0,1.0,0.74,0.6515,0.37,0.2239,113.0,287.0,400.0
15323.0,2012-10-05,4.0,1.0,10.0,15.0,,5.0,,1.0,0.72,0.6515,0.39,0.2537,150.0,320.0,470.0
15324.0,2012-10-05,4.0,1.0,10.0,16.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.37,,,481.0,634.0
15325.0,2012-10-05,4.0,1.0,10.0,,0.0,5.0,1.0,1.0,0.7,0.6364,0.42,0.1642,158.0,742.0,900.0
15326.0,2012-10-05,4.0,1.0,10.0,18.0,0.0,5.0,1.0,1.0,0.64,,0.57,0.1343,106.0,,
15327.0,2012-10-05,4.0,1.0,10.0,19.0,0.0,5.0,1.0,,0.62,0.5909,0.73,0.1642,67.0,433.0,500.0
15328.0,2012-10-05,4.0,1.0,10.0,20.0,0.0,5.0,1.0,1.0,0.6,0.5758,0.78,0.1343,66.0,306.0,372.0
15329.0,2012-10-05,4.0,1.0,10.0,21.0,0.0,5.0,1.0,1.0,0.6,0.5909,0.69,0.2239,47.0,220.0,267.0
15330.0,2012-10-05,4.0,1.0,10.0,22.0,0.0,5.0,1.0,,0.6,0.5909,0.73,0.2836,63.0,,264.0
15331.0,2012-10-05,4.0,1.0,10.0,,0.0,5.0,1.0,1.0,0.58,0.5455,0.78,0.2239,23.0,148.0,171.0
,2012-10-06,4.0,1.0,10.0,0.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.1642,37.0,,191.0
15333.0,2012-10-06,4.0,1.0,10.0,1.0,0.0,,0.0,1.0,0.56,,0.83,0.2537,25.0,,
15334.0,2012-10-06,4.0,1.0,10.0,2.0,0.0,6.0,0.0,1.0,0.56,0.5303,,0.19399999999999998,13.0,,75.0
15335.0,2012-10-06,4.0,1.0,10.0,,0.0,6.0,0.0,1.0,0.54,0.5152,0.77,0.2239,2.0,54.0,56.0
15336.0,2012-10-06,4.0,,10.0,4.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.83,0.2537,4.0,7.0,11.0
15337.0,2012-10-06,4.0,1.0,10.0,5.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.83,0.19399999999999998,2.0,8.0,10.0
15338.0,2012-10-06,4.0,1.0,,6.0,0.0,,0.0,1.0,0.54,0.5152,0.88,0.2537,,28.0,
15339.0,2012-10-06,,1.0,,7.0,0.0,,0.0,1.0,0.54,0.5152,0.83,0.2985,13.0,71.0,84.0
15340.0,2012-10-06,4.0,1.0,10.0,8.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.19399999999999998,,184.0,206.0
15341.0,2012-10-06,4.0,1.0,,9.0,0.0,6.0,0.0,1.0,0.6,0.5909,,0.19399999999999998,130.0,265.0,
15342.0,2012-10-06,4.0,,10.0,10.0,0.0,,0.0,1.0,0.62,,0.69,0.2836,198.0,341.0,539.0
15343.0,2012-10-06,,1.0,10.0,11.0,,6.0,0.0,1.0,0.64,0.6061,0.65,0.2537,258.0,389.0,647.0
15344.0,2012-10-06,4.0,1.0,10.0,12.0,0.0,6.0,0.0,1.0,0.7,,0.54,0.1045,362.0,381.0,743.0
15345.0,2012-10-06,4.0,1.0,10.0,13.0,0.0,,0.0,,0.64,0.6212,,0.5224,310.0,400.0,710.0
15346.0,2012-10-06,4.0,1.0,10.0,14.0,0.0,6.0,0.0,2.0,0.6,0.6212,0.56,0.4179,269.0,307.0,
15347.0,2012-10-06,4.0,1.0,10.0,15.0,0.0,6.0,,1.0,0.6,,0.46,,279.0,341.0,620.0
15348.0,2012-10-06,4.0,1.0,10.0,16.0,0.0,6.0,0.0,1.0,0.6,0.6212,0.43,0.5224,317.0,342.0,659.0
15349.0,2012-10-06,4.0,,10.0,17.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.49,0.3881,268.0,342.0,610.0
15350.0,2012-10-06,4.0,1.0,10.0,18.0,0.0,6.0,0.0,1.0,0.52,0.5,0.48,0.4179,183.0,312.0,495.0
15351.0,2012-10-06,,,10.0,19.0,0.0,6.0,0.0,,0.48,0.4697,0.55,0.2239,102.0,,341.0
15352.0,2012-10-06,4.0,1.0,10.0,20.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.55,,75.0,172.0,247.0
15353.0,2012-10-06,4.0,1.0,10.0,21.0,0.0,6.0,0.0,1.0,0.46,0.4545,,0.1343,78.0,137.0,215.0
15354.0,2012-10-06,4.0,1.0,10.0,22.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.62,0.1343,45.0,140.0,185.0
15355.0,2012-10-06,4.0,1.0,10.0,23.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.62,0.1343,37.0,142.0,179.0
15356.0,2012-10-07,4.0,1.0,10.0,0.0,0.0,,0.0,1.0,0.44,0.4394,0.62,0.1642,28.0,99.0,
15357.0,2012-10-07,4.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,,0.4394,0.54,0.2239,29.0,80.0,109.0
15358.0,2012-10-07,4.0,1.0,10.0,2.0,0.0,,0.0,1.0,0.42,0.4242,0.62,0.1343,10.0,64.0,74.0
15359.0,2012-10-07,4.0,1.0,10.0,3.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.62,0.1343,5.0,17.0,22.0
15360.0,2012-10-07,4.0,,10.0,4.0,0.0,0.0,0.0,,0.44,0.4394,0.54,0.2537,5.0,6.0,11.0
15361.0,,4.0,,10.0,,0.0,0.0,,2.0,0.44,0.4394,0.54,0.1343,2.0,8.0,
15362.0,2012-10-07,4.0,1.0,10.0,,0.0,0.0,0.0,2.0,0.44,0.4394,0.54,0.19399999999999998,4.0,19.0,23.0
15363.0,2012-10-07,4.0,1.0,10.0,7.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.58,0.1642,6.0,29.0,35.0
15364.0,2012-10-07,,1.0,,8.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.67,0.1343,11.0,51.0,62.0
15365.0,2012-10-07,,,10.0,9.0,0.0,0.0,0.0,3.0,0.4,0.4091,0.71,,16.0,70.0,86.0
,2012-10-07,4.0,1.0,10.0,10.0,0.0,0.0,0.0,,0.42,0.4242,,0.19399999999999998,41.0,144.0,185.0
15367.0,2012-10-07,4.0,1.0,10.0,,0.0,0.0,0.0,2.0,0.42,0.4242,0.71,,76.0,,336.0
15368.0,2012-10-07,,,10.0,12.0,,0.0,0.0,,,0.4242,0.71,0.0,100.0,292.0,392.0
15369.0,2012-10-07,4.0,1.0,10.0,13.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.72,0.0896,80.0,240.0,320.0
15370.0,2012-10-07,4.0,,10.0,14.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.67,0.0,71.0,,314.0
15371.0,2012-10-07,4.0,1.0,,,0.0,0.0,0.0,,0.42,0.4242,0.77,0.1343,74.0,232.0,
15372.0,,4.0,1.0,10.0,,0.0,0.0,0.0,3.0,0.4,0.4091,0.82,0.1642,87.0,246.0,333.0
15373.0,2012-10-07,4.0,1.0,10.0,17.0,0.0,0.0,0.0,3.0,0.4,0.4091,0.82,0.2239,35.0,122.0,157.0
15374.0,2012-10-07,4.0,1.0,10.0,18.0,0.0,0.0,,3.0,,,0.82,0.19399999999999998,24.0,82.0,106.0
,2012-10-07,4.0,1.0,10.0,19.0,0.0,0.0,0.0,2.0,0.4,,0.82,0.1045,,97.0,114.0
15376.0,2012-10-07,4.0,1.0,10.0,,0.0,0.0,0.0,,0.4,0.4091,0.82,0.1343,19.0,97.0,
15377.0,2012-10-07,4.0,,10.0,21.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.87,,22.0,91.0,113.0
15378.0,2012-10-07,4.0,1.0,10.0,22.0,,0.0,0.0,1.0,0.38,0.3939,0.87,0.1343,7.0,72.0,79.0
15379.0,2012-10-07,4.0,1.0,10.0,23.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.93,0.1343,,68.0,80.0
15380.0,2012-10-08,4.0,1.0,10.0,0.0,,,0.0,1.0,0.38,,0.76,0.2836,7.0,44.0,
